time (us), m_acc_x, m_acc_y, m_acc_z, m_mag_x, m_gyr_y, m_gyr_z, m_mag_x, m_mag_y, m_mag_z, l_acc_x, l_acc_y, l_acc_z, l_gyr_x, l_gyr_y, l_gyr_z, l_mag_x, l_mag_y, l_mag_z
246211436, -0.067038, +0.282516, +9.773131, -0.028734, -0.013835, +0.004257, +67.910156, +0.358594, +35.486719, -0.136391, +0.157926, +9.669396, -0.040317, -0.006109, +0.034208, +52.838000, -37.468000, +55.680000,
246312594, -0.081403, +0.263362, +9.696517, -0.023413, -0.012771, +0.005321, +68.088867, +0.896484, +36.348047, -0.100499, +0.150748, +9.540184, -0.048869, -0.007330, +0.036652, +52.664000, -37.062000, +55.738000,
246413760, -0.119710, +0.263362, +9.739612, -0.025541, -0.014899, +0.002128, +68.088867, +0.896484, +36.348047, -0.071785, +0.114855, +9.597611, -0.045204, -0.012217, +0.032987, +53.070000, -37.294000, +55.390000,
246514898, -0.033519, +0.253785, +9.639056, -0.025541, -0.013835, +0.002128, +68.982422, +1.075781, +36.864844, -0.107677, +0.129212, +9.662218, -0.047647, +0.002443, +0.035430, +53.128000, -37.584000, +56.202000,
246616148, -0.067038, +0.268151, +9.639056, -0.025541, -0.011706, +0.001064, +68.446289, -0.896484, +37.381641, -0.071785, +0.150748, +9.619147, -0.045204, -0.006109, +0.032987, +52.780000, -37.700000, +55.970000,
246717297, -0.028730, +0.258574, +9.686940, -0.028734, -0.010642, +0.000000, +69.339844, +0.717187, +34.797656, -0.057428, +0.244068, +9.633504, -0.045204, -0.007330, +0.031765, +52.838000, -37.178000, +55.854000,
246818504, -0.023942, +0.339977, +9.682152, -0.024477, -0.012771, +0.003193, +69.339844, +0.717187, +34.797656, -0.150748, +0.114855, +9.683753, -0.042761, -0.007330, +0.039095, +52.374000, -37.294000, +55.332000,
246919653, -0.114922, +0.320823, +9.701305, -0.026606, -0.014899, +0.003193, +69.875977, +0.179297, +37.381641, -0.107677, +0.157926, +9.533005, -0.039095, -0.004887, +0.036652, +53.186000, -37.294000, +55.332000,
247020827, +0.000000, +0.248997, +9.787496, -0.024477, -0.011706, +0.002128, +69.875977, +0.179297, +37.381641, -0.057428, +0.193819, +9.626325, -0.040317, -0.000000, +0.031765, +52.780000, -36.250000, +55.274000,
247121978, -0.071826, +0.311246, +9.806650, -0.025541, -0.011706, +0.002128, +68.625000, +0.717187, +37.209375, -0.093320, +0.071785, +9.640682, -0.045204, -0.010996, +0.035430, +52.954000, -37.004000, +55.564000,
247223145, -0.062249, +0.234632, +9.576807, -0.025541, -0.009578, +0.002128, +68.088867, +0.537891, +36.348047, -0.028714, +0.165105, +9.619147, -0.042761, -0.006109, +0.039095, +53.070000, -36.888000, +55.738000,
247324282, -0.143652, +0.272939, +9.768343, -0.026606, -0.010642, +0.003193, +68.446289, +2.330859, +37.381641, -0.136391, +0.114855, +9.662218, -0.042761, -0.000000, +0.037874, +53.360000, -37.236000, +55.506000,
247425436, -0.090980, +0.244209, +9.672575, -0.024477, -0.014899, +0.003193, +69.697266, -1.075781, +37.209375, -0.093320, +0.150748, +9.633504, -0.047647, +0.004887, +0.036652, +53.360000, -36.888000, +55.274000,
247526599, -0.052672, +0.239420, +9.662998, -0.027670, -0.012771, +0.003193, +69.697266, -1.075781, +37.209375, -0.050249, +0.193819, +9.611968, -0.051313, -0.000000, +0.035430, +53.070000, -36.830000, +55.506000,
247627786, -0.100556, +0.282516, +9.710882, -0.024477, -0.013835, +0.005321, +67.552734, +0.358594, +37.898438, -0.043071, +0.157926, +9.683753, -0.048869, -0.001222, +0.040317, +53.070000, -37.526000, +56.376000,
247728936, -0.028730, +0.311246, +9.701305, -0.021284, -0.011706, +0.002128, +68.625000, +2.151562, +36.864844, -0.057428, +0.114855, +9.647861, -0.040317, -0.002443, +0.039095, +53.592000, -37.294000, +55.738000,
247830139, -0.148441, +0.373495, +9.629479, -0.022349, -0.017028, +0.004257, +68.625000, +0.358594, +38.242969, -0.043071, +0.294317, +9.525827, -0.042761, -0.002443, +0.034208, +52.722000, -37.062000, +55.622000,
247931280, +0.023942, +0.239420, +9.720459, -0.026606, -0.013835, +0.002128, +68.803711, +0.179297, +34.969922, -0.007178, +0.078963, +9.446864, -0.047647, -0.003665, +0.042761, +53.476000, -37.410000, +55.506000,
248032432, -0.067038, +0.201113, +9.600749, -0.025541, -0.012771, +0.000000, +68.803711, +0.179297, +34.969922, -0.122034, +0.043071, +9.511470, -0.043982, -0.007330, +0.035430, +52.722000, -37.120000, +54.868000,
248133587, -0.090980, +0.306458, +9.557653, -0.026606, -0.009578, -0.001064, +69.697266, +0.358594, +37.209375, -0.129212, +0.057428, +9.518648, -0.042761, -0.007330, +0.036652, +52.374000, -37.294000, +55.738000,
248234782, -0.052672, +0.172383, +9.500192, -0.027670, -0.017028, +0.001064, +69.697266, +0.358594, +37.209375, -0.078963, +0.064606, +9.583255, -0.045204, -0.002443, +0.036652, +53.070000, -37.468000, +56.376000,
248335948, +0.033519, +0.325611, +9.629479, -0.028734, -0.011706, +0.002128, +70.054688, -0.358594, +37.209375, -0.000000, +0.122034, +9.533005, -0.045204, -0.008552, +0.039095, +53.012000, -37.410000, +55.506000,
248437104, -0.062249, +0.258574, +9.629479, -0.028734, -0.014899, +0.002128, +70.054688, -0.358594, +37.209375, -0.050249, +0.122034, +9.741181, -0.051313, -0.006109, +0.036652, +52.374000, -36.830000, +56.028000,
248923980, +0.000000, +0.263362, +9.835380, -0.022349, -0.014899, +0.002128, +67.374023, +0.896484, +36.348047, -0.028714, +0.100499, +9.633504, -0.042761, -0.006109, +0.034208, +52.374000, -37.758000, +55.680000,
249025148, -0.067038, +0.186748, +9.768343, -0.024477, -0.013835, +0.001064, +67.374023, +0.896484, +36.348047, -0.064606, +0.172283, +9.561719, -0.046426, -0.002443, +0.036652, +53.360000, -38.048000, +55.274000,
249126308, -0.023942, +0.335188, +9.639056, -0.027670, -0.014899, +0.001064, +70.054688, -0.717187, +37.209375, -0.050249, +0.157926, +9.576076, -0.042761, -0.002443, +0.035430, +52.954000, -37.526000, +55.854000,
249227476, -0.038307, +0.272939, +9.562441, -0.025541, -0.012771, +0.003193, +66.659180, +1.613672, +35.658984, -0.014357, +0.136391, +9.633504, -0.046426, -0.004887, +0.034208, +52.490000, -37.874000, +55.854000,
249328640, -0.038307, +0.282516, +9.720459, -0.029798, -0.012771, +0.002128, +67.910156, +0.358594, +37.209375, -0.064606, +0.208176, +9.597611, -0.050091, +0.001222, +0.034208, +53.128000, -37.294000, +55.332000,
249429801, -0.033519, +0.383072, +9.730036, -0.024477, -0.017028, +0.006385, +68.446289, +1.613672, +36.348047, -0.028714, +0.222533, +9.676575, -0.039095, -0.006109, +0.043982, +52.722000, -37.410000, +56.260000,
249530956, +0.004788, +0.282516, +9.701305, -0.025541, -0.010642, +0.001064, +68.446289, +1.613672, +36.348047, -0.057428, +0.165105, +9.554541, -0.048869, -0.003665, +0.040317, +52.374000, -37.758000, +55.216000,
249632107, -0.043096, +0.344765, +9.768343, -0.024477, -0.013835, +0.004257, +67.731445, -0.537891, +36.692578, -0.043071, +0.208176, +9.604790, -0.041539, -0.006109, +0.045204, +52.838000, -37.642000, +55.622000,
249733244, -0.158017, +0.325611, +9.662998, -0.025541, -0.011706, +0.003193, +68.446289, +1.613672, +37.381641, -0.086142, +0.129212, +9.662218, -0.045204, -0.003665, +0.039095, +53.012000, -37.526000, +55.796000,
249834423, -0.033519, +0.263362, +9.787496, -0.029798, -0.013835, -0.001064, +68.446289, +1.613672, +37.381641, -0.143569, +0.122034, +9.626325, -0.042761, -0.006109, +0.040317, +52.316000, -37.120000, +56.144000,
249935581, -0.148441, +0.268151, +9.667786, -0.024477, -0.010642, +0.004257, +70.769531, +1.075781, +36.864844, -0.143569, +0.193819, +9.662218, -0.051313, -0.001222, +0.037874, +53.070000, -37.874000, +56.144000,
250036734, -0.062249, +0.292093, +9.806650, -0.027670, -0.013835, +0.004257, +70.769531, +1.075781, +36.864844, -0.122034, +0.150748, +9.568898, -0.042761, -0.013439, +0.037874, +53.012000, -37.758000, +54.520000,
250137924, -0.076614, +0.277727, +9.710882, -0.023413, -0.011706, +0.000000, +70.769531, +1.075781, +36.864844, -0.028714, +0.035892, +9.633504, -0.045204, -0.007330, +0.036652, +53.128000, -38.106000, +55.680000,
250239078, -0.076614, +0.306458, +9.725247, -0.028734, -0.009578, +0.002128, +68.446289, +1.255078, +37.037109, -0.165105, +0.165105, +9.554541, -0.047647, -0.003665, +0.043982, +52.780000, -37.526000, +55.912000,
250340251, -0.158017, +0.215478, +9.787496, -0.027670, -0.013835, +0.004257, +68.446289, +1.255078, +37.037109, -0.071785, +0.179462, +9.640682, -0.041539, -0.007330, +0.037874, +53.012000, -37.294000, +55.738000,
250441430, +0.000000, +0.339977, +9.710882, -0.024477, -0.012771, +0.003193, +68.267578, +0.717187, +35.486719, -0.086142, +0.150748, +9.590433, -0.039095, -0.003665, +0.037874, +53.476000, -37.526000, +55.680000,
250542598, -0.071826, +0.244209, +9.605537, -0.027670, -0.010642, +0.002128, +68.267578, +0.717187, +35.486719, -0.064606, +0.122034, +9.547362, -0.048869, -0.008552, +0.039095, +52.722000, -37.874000, +55.680000,
250643738, -0.086191, +0.263362, +9.619902, -0.027670, -0.011706, +0.002128, +68.267578, +0.717187, +35.486719, -0.035892, +0.172283, +9.597611, -0.045204, -0.006109, +0.035430, +53.186000, -37.700000, +56.144000,
250744908, -0.043096, +0.244209, +9.739612, -0.025541, -0.011706, +0.002128, +68.982422, +2.510156, +35.486719, -0.165105, +0.157926, +9.669396, -0.042761, -0.006109, +0.035430, +53.360000, -37.758000, +55.622000,
250846180, -0.014365, +0.335188, +9.835380, -0.023413, -0.010642, +0.002128, +68.982422, +1.434375, +37.209375, -0.107677, +0.136391, +9.626325, -0.043982, -0.004887, +0.031765, +53.012000, -37.410000, +55.100000,
250947345, -0.043096, +0.268151, +9.725247, -0.025541, -0.014899, +0.002128, +69.697266, +0.717187, +37.209375, -0.078963, +0.200997, +9.604790, -0.045204, -0.007330, +0.039095, +52.780000, -37.932000, +55.680000,
251048509, -0.086191, +0.177171, +9.591172, -0.022349, -0.011706, +0.003193, +68.982422, +1.434375, +36.175781, +0.007178, +0.122034, +9.518648, -0.041539, +0.001222, +0.041539, +53.418000, -37.584000, +55.622000,
251149676, +0.000000, +0.344765, +9.691728, -0.025541, -0.013835, +0.002128, +68.982422, +1.434375, +36.175781, -0.021535, +0.114855, +9.611968, -0.048869, -0.004887, +0.037874, +52.142000, -37.062000, +55.216000,
251250811, -0.038307, +0.191536, +9.610325, -0.024477, -0.013835, +0.003193, +69.518555, +0.537891, +38.070703, -0.186640, +0.122034, +9.640682, -0.046426, -0.003665, +0.034208, +53.012000, -38.338000, +55.390000,
251351978, -0.081403, +0.253785, +9.701305, -0.023413, -0.012771, +0.002128, +69.875977, +1.255078, +37.381641, -0.064606, +0.165105, +9.554541, -0.045204, -0.008552, +0.036652, +52.664000, -37.352000, +56.086000,
251453117, -0.143652, +0.229843, +9.739612, -0.023413, -0.010642, +0.001064, +69.339844, +1.434375, +36.175781, -0.136391, +0.107677, +9.626325, -0.045204, -0.003665, +0.039095, +53.012000, -37.816000, +55.912000,
251554282, -0.019154, +0.258574, +9.581595, -0.026606, -0.012771, +0.000000, +68.446289, +0.896484, +37.381641, -0.093320, +0.186640, +9.547362, -0.045204, -0.010996, +0.039095, +53.592000, -38.106000, +55.216000,
251655421, -0.023942, +0.354342, +9.701305, -0.024477, -0.012771, +0.003193, +68.446289, +0.896484, +37.381641, -0.143569, +0.157926, +9.626325, -0.042761, +0.001222, +0.036652, +53.534000, -37.700000, +56.028000,
251756559, -0.086191, +0.258574, +9.682152, -0.027670, -0.012771, +0.002128, +68.446289, +0.896484, +37.381641, -0.064606, +0.100499, +9.525827, -0.048869, -0.004887, +0.034208, +53.128000, -37.526000, +56.434000,
251857698, -0.129287, +0.225055, +9.610325, -0.023413, -0.013835, +0.001064, +69.161133, +0.537891, +36.692578, -0.136391, +0.150748, +9.633504, -0.042761, +0.003665, +0.037874, +52.896000, -37.642000, +55.796000,
251958879, -0.043096, +0.239420, +9.734824, -0.024477, -0.011706, +0.006385, +69.161133, +0.537891, +36.692578, -0.014357, +0.179462, +9.597611, -0.040317, -0.004887, +0.036652, +52.722000, -37.178000, +55.564000,
252060049, -0.009577, +0.296881, +9.715670, -0.022349, -0.011706, +0.002128, +69.518555, +0.179297, +36.692578, -0.078963, +0.136391, +9.561719, -0.043982, -0.003665, +0.037874, +52.954000, -37.410000, +55.622000,
252161238, -0.081403, +0.325611, +9.725247, -0.025541, -0.012771, +0.001064, +69.518555, +0.179297, +36.692578, -0.129212, +0.157926, +9.561719, -0.046426, -0.003665, +0.034208, +52.780000, -37.642000, +55.796000,
252262392, -0.043096, +0.335188, +9.600749, -0.029798, -0.012771, +0.001064, +69.518555, +0.179297, +36.692578, -0.100499, +0.157926, +9.633504, -0.048869, -0.001222, +0.040317, +52.606000, -37.236000, +55.912000,
252363570, -0.038307, +0.229843, +9.782708, -0.028734, -0.008514, +0.000000, +68.625000, +0.358594, +37.553906, -0.122034, +0.136391, +9.597611, -0.050091, -0.010996, +0.034208, +53.070000, -38.512000, +55.448000,
252464730, -0.023942, +0.229843, +9.706094, -0.028734, -0.014899, +0.002128, +68.625000, +0.358594, +37.553906, -0.078963, +0.172283, +9.576076, -0.042761, -0.004887, +0.035430, +53.476000, -37.642000, +55.390000,
252565878, -0.014365, +0.306458, +9.734824, -0.024477, -0.014899, +0.002128, +68.267578, +2.510156, +37.209375, -0.114855, +0.165105, +9.676575, -0.043982, -0.002443, +0.042761, +53.070000, -37.410000, +55.854000,
252667046, -0.153229, +0.263362, +9.801862, -0.027670, -0.009578, +0.001064, +66.837891, +2.151562, +35.831250, -0.129212, +0.093320, +9.504291, -0.047647, -0.002443, +0.039095, +53.534000, -38.048000, +56.376000,
252768334, -0.033519, +0.263362, +9.773131, -0.025541, -0.011706, +0.001064, +66.837891, +2.151562, +35.831250, -0.129212, +0.122034, +9.597611, -0.045204, -0.007330, +0.036652, +52.954000, -37.352000, +55.564000,
252869516, -0.071826, +0.330400, +9.653421, -0.027670, -0.013835, +0.002128, +67.374023, +1.255078, +36.692578, -0.150748, +0.165105, +9.597611, -0.045204, -0.008552, +0.035430, +52.258000, -37.584000, +55.912000,
252970654, -0.067038, +0.320823, +9.624691, -0.026606, -0.018092, -0.001064, +68.625000, +1.434375, +36.864844, -0.000000, +0.200997, +9.611968, -0.043982, -0.006109, +0.040317, +52.490000, -37.584000, +56.028000,
253071800, -0.081403, +0.239420, +9.873688, -0.024477, -0.012771, +0.001064, +67.731445, +0.896484, +37.037109, -0.071785, +0.165105, +9.640682, -0.048869, -0.004887, +0.036652, +53.360000, -37.526000, +55.622000,
253172940, -0.138864, +0.220267, +9.710882, -0.026606, -0.012771, +0.000000, +66.659180, +1.972266, +38.415234, -0.114855, +0.136391, +9.640682, -0.043982, -0.003665, +0.040317, +53.012000, -37.932000, +55.970000,
253274100, -0.067038, +0.311246, +9.888053, -0.025541, -0.009578, -0.001064, +70.054688, +1.075781, +38.242969, -0.107677, +0.064606, +9.712467, -0.048869, -0.009774, +0.039095, +53.592000, -37.816000, +55.680000,
253375239, -0.004788, +0.277727, +9.686940, -0.027670, -0.011706, +0.002128, +70.054688, +1.075781, +38.242969, -0.014357, +0.179462, +9.561719, -0.046426, -0.008552, +0.040317, +53.186000, -37.468000, +55.622000,
253476394, -0.114922, +0.177171, +9.715670, -0.024477, -0.012771, +0.003193, +69.697266, +1.075781, +36.175781, -0.114855, +0.071785, +9.554541, -0.045204, -0.007330, +0.037874, +52.896000, -38.396000, +55.564000,
253577639, -0.057461, +0.296881, +9.567230, -0.026606, -0.013835, +0.004257, +68.803711, -0.537891, +37.726172, -0.064606, +0.122034, +9.640682, -0.046426, -0.001222, +0.037874, +53.244000, -37.700000, +55.796000,
253678850, +0.000000, +0.344765, +9.720459, -0.027670, -0.014899, +0.001064, +68.803711, +0.896484, +36.348047, -0.086142, +0.086142, +9.590433, -0.051313, -0.003665, +0.035430, +53.186000, -37.294000, +56.144000,
253779994, -0.043096, +0.316035, +9.691728, -0.027670, -0.013835, +0.003193, +68.982422, +1.434375, +37.553906, -0.129212, +0.114855, +9.662218, -0.051313, -0.007330, +0.039095, +52.954000, -37.990000, +55.158000,
253881159, -0.019154, +0.316035, +9.696517, -0.027670, -0.011706, +0.002128, +68.982422, +1.434375, +37.553906, -0.007178, +0.136391, +9.597611, -0.042761, -0.001222, +0.031765, +53.418000, -37.468000, +55.332000,
253982287, -0.114922, +0.244209, +9.672575, -0.023413, -0.013835, +0.001064, +67.374023, +0.896484, +38.070703, -0.086142, +0.093320, +9.590433, -0.039095, -0.004887, +0.036652, +53.128000, -36.772000, +55.796000,
254083452, -0.138864, +0.220267, +9.662998, -0.024477, -0.010642, +0.003193, +68.982422, +0.717187, +34.453125, -0.107677, +0.071785, +9.576076, -0.041539, -0.004887, +0.034208, +53.186000, -37.468000, +55.622000,
254184609, -0.038307, +0.177171, +9.816227, -0.029798, -0.010642, +0.002128, +67.731445, +0.179297, +37.037109, -0.043071, +0.157926, +9.611968, -0.043982, -0.003665, +0.040317, +53.186000, -37.874000, +55.042000,
254285749, -0.038307, +0.339977, +9.686940, -0.027670, -0.011706, +0.000000, +68.267578, +1.434375, +35.831250, -0.000000, +0.208176, +9.511470, -0.043982, -0.002443, +0.039095, +53.244000, -37.352000, +55.854000,
254386884, -0.023942, +0.239420, +9.706094, -0.023413, -0.010642, +0.003193, +68.267578, +1.434375, +35.831250, -0.028714, +0.200997, +9.568898, -0.043982, -0.004887, +0.037874, +53.302000, -37.120000, +55.158000,
254488064, -0.043096, +0.244209, +9.605537, -0.028734, -0.015963, +0.003193, +69.518555, +0.896484, +36.003516, -0.136391, +0.122034, +9.576076, -0.046426, -0.007330, +0.035430, +53.418000, -37.874000, +55.854000,
254589209, -0.095768, +0.186748, +9.696517, -0.026606, -0.013835, +0.002128, +70.054688, -0.717187, +37.209375, -0.057428, +0.093320, +9.554541, -0.046426, -0.003665, +0.039095, +52.954000, -38.280000, +55.448000,
254690504, +0.014365, +0.282516, +9.734824, -0.025541, -0.011706, +0.003193, +70.054688, -0.717187, +37.209375, -0.064606, +0.035892, +9.590433, -0.046426, -0.001222, +0.035430, +53.476000, -37.700000, +55.970000,
254791672, -0.057461, +0.292093, +9.753978, -0.025541, -0.012771, +0.002128, +69.339844, +0.358594, +37.209375, -0.143569, +0.107677, +9.604790, -0.043982, -0.000000, +0.034208, +53.244000, -37.468000, +54.984000,
254892833, -0.086191, +0.268151, +9.758766, -0.022349, -0.015963, +0.004257, +69.161133, +1.255078, +37.037109, -0.071785, +0.136391, +9.597611, -0.043982, -0.008552, +0.041539, +52.490000, -37.468000, +55.564000,
254993993, -0.038307, +0.239420, +9.595960, -0.028734, -0.012771, +0.001064, +69.161133, +1.255078, +37.037109, -0.143569, +0.107677, +9.633504, -0.048869, -0.002443, +0.036652, +52.896000, -38.048000, +55.912000,
255095132, -0.071826, +0.239420, +9.658209, -0.024477, -0.011706, +0.002128, +68.267578, +0.717187, +38.587500, -0.057428, +0.143569, +9.583255, -0.046426, -0.006109, +0.037874, +52.954000, -38.106000, +55.854000,
255196315, -0.105345, +0.205901, +9.806650, -0.025541, -0.015963, +0.000000, +69.339844, +0.717187, +37.553906, -0.050249, +0.193819, +9.554541, -0.047647, -0.014661, +0.035430, +52.548000, -37.758000, +56.434000,
255297471, -0.014365, +0.248997, +9.667786, -0.026606, -0.014899, +0.004257, +68.982422, +3.227344, +37.209375, -0.057428, +0.114855, +9.604790, -0.039095, -0.001222, +0.035430, +52.664000, -37.468000, +55.680000,
255398629, -0.100556, +0.196325, +9.662998, -0.027670, -0.014899, +0.003193, +68.803711, +0.537891, +36.348047, -0.129212, +0.122034, +9.683753, -0.048869, -0.009774, +0.034208, +52.838000, -36.772000, +55.970000,
255499779, -0.023942, +0.263362, +9.734824, -0.024477, -0.012771, +0.002128, +68.803711, +0.537891, +36.348047, -0.035892, +0.157926, +9.547362, -0.046426, -0.008552, +0.039095, +52.606000, -37.642000, +56.550000,
